leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCO,3,1,0,0,2,0,2
2,PSG,6,2,0,0,3,0,3
3,PSG,9,3,0,0,4,0,4
4,PSG,12,4,0,0,7,0,7
5,PSG,13,4,1,0,9,2,7
6,PSG,14,4,2,0,10,3,7
7,PSG,17,5,2,0,13,3,10
8,PSG,20,6,2,0,17,4,13
9,PSG,23,7,2,0,19,5,14
10,PSG,26,8,2,0,21,5,16
11,PSG,29,9,2,0,25,6,19
12,PSG,32,10,2,0,26,6,20
13,PSG,35,11,2,0,31,6,25
14,PSG,38,12,2,0,33,7,26
15,PSG,41,13,2,0,37,8,29
16,PSG,42,13,3,0,37,8,29
17,PSG,45,14,3,0,40,8,32
18,PSG,48,15,3,0,45,9,36
19,PSG,51,16,3,0,48,9,39
20,PSG,54,17,3,0,50,9,41
21,PSG,57,18,3,0,51,9,42
22,PSG,60,19,3,0,56,10,46
23,PSG,63,20,3,0,58,10,48
24,PSG,66,21,3,0,61,11,50
25,PSG,69,22,3,0,63,12,51
26,PSG,70,22,4,0,63,12,51
27,PSG,73,23,4,0,67,13,54
28,PSG,73,23,4,1,68,15,53
29,PSG,74,23,5,1,68,15,53
30,PSG,77,24,5,1,77,15,62
31,PSG,77,24,5,2,77,17,60
32,PSG,80,25,5,2,81,18,63
33,PSG,83,26,5,2,83,18,65
34,PSG,86,27,5,2,89,18,71
35,PSG,87,27,6,2,90,19,71
36,PSG,90,28,6,2,94,19,75
37,PSG,93,29,6,2,98,19,79
38,PSG,96,30,6,2,102,19,83
