leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCO,1,0,1,0,0,0,0
2,PSG,3,1,0,1,2,2,0
3,PSG,4,1,1,1,3,3,0
4,PSG,5,1,2,1,4,3,1
5,PSG,7,2,1,2,2,4,-2
6,PSG,8,2,2,2,8,9,-1
7,PSG,11,3,2,2,9,10,-1
8,PSG,11,3,2,3,11,11,0
9,PSG,13,3,4,2,13,14,-1
10,PSG,15,4,3,3,15,14,1
11,PSG,16,4,4,3,16,15,1
12,PSG,17,4,5,3,15,14,1
13,PSG,19,6,1,6,12,14,-2
14,PSG,19,5,4,5,15,17,-2
15,PSG,20,6,2,7,12,15,-3
16,PSG,22,5,7,4,21,19,2
17,PSG,23,5,8,4,22,20,2
18,PSG,24,5,9,4,23,21,2
19,PSG,25,6,7,6,28,21,7
20,PSG,27,7,6,7,16,18,-2
21,PSG,29,7,8,6,25,28,-3
22,PSG,30,7,9,6,27,30,-3
23,PSG,31,7,10,6,33,24,9
24,PSG,33,9,6,9,31,27,4
25,PSG,34,8,10,7,35,26,9
26,PSG,36,11,3,12,27,35,-8
27,PSG,37,9,10,8,36,39,-3
28,PSG,38,11,5,12,27,29,-2
29,PSG,39,11,6,12,27,29,-2
30,PSG,39,8,15,7,40,31,9
31,PSG,42,11,9,11,34,32,2
32,PSG,44,11,11,10,29,33,-4
33,PSG,44,11,11,11,30,35,-5
34,PSG,44,11,11,12,30,37,-7
35,PSG,45,11,12,12,31,38,-7
36,PSG,48,14,6,16,36,51,-15
37,PSG,50,12,14,11,50,56,-6
38,PSG,50,14,8,16,36,42,-6
