leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,TROYES,0,0,0,1,0,1,-1
2,Evian TG,0,0,0,2,2,4,-2
3,AC AJACCIO,2,1,1,1,1,3,-2
4,OGC NICE,3,0,3,1,3,4,-1
5,MONTPELLIER,4,1,1,3,6,8,-2
6,MONTPELLIER,5,1,2,3,7,9,-2
7,SC BASTIA,7,2,1,4,9,18,-9
8,OGC NICE,8,1,5,2,11,12,-1
9,MONTPELLIER,8,2,2,5,12,14,-2
10,BREST,10,3,1,6,9,17,-8
11,AC AJACCIO,11,3,4,4,10,15,-5
12,BREST,13,4,1,7,11,18,-7
13,FCSM,14,4,2,7,13,19,-6
14,AC AJACCIO,15,4,5,5,15,19,-4
15,AC AJACCIO,16,4,6,5,15,19,-4
16,FCSM,16,4,4,8,16,23,-7
17,BREST,18,5,3,9,18,24,-6
18,SC BASTIA,19,5,4,9,22,39,-17
19,AC AJACCIO,19,5,6,8,21,29,-8
20,REIMS,19,4,7,9,17,22,-5
21,AC AJACCIO,21,5,8,8,22,30,-8
22,FCSM,22,6,4,12,21,32,-11
23,Evian TG,22,5,7,11,23,35,-12
24,REIMS,23,5,8,11,21,28,-7
25,BREST,25,7,4,14,25,36,-11
26,SC BASTIA,27,7,6,13,29,51,-22
27,REIMS,27,6,9,12,23,31,-8
28,Evian TG,27,6,9,13,30,40,-10
29,REIMS,30,7,9,13,26,35,-9
30,REIMS,31,7,10,13,28,37,-9
31,FCSM,32,8,8,15,32,47,-15
32,Evian TG,34,8,10,14,38,46,-8
33,Evian TG,34,8,10,15,39,49,-10
34,NANCY,35,8,11,15,33,49,-16
35,FCSM,37,9,10,16,38,55,-17
36,REIMS,39,9,12,15,32,42,-10
37,AC AJACCIO,40,9,15,13,39,49,-10
38,Evian TG,40,10,10,18,46,53,-7
