leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FCSM,0,0,0,1,2,3,-1
2,MONTPELLIER,1,0,1,1,2,3,-1
3,REIMS,3,1,0,2,2,3,-1
4,MONTPELLIER,4,1,1,2,5,5,0
5,BREST,6,2,0,3,5,10,-5
6,AC AJACCIO,6,2,2,2,5,7,-2
7,MONTPELLIER,8,2,2,3,9,9,0
8,SC BASTIA,10,3,1,4,12,20,-8
9,AC AJACCIO,10,3,3,3,6,9,-3
10,MONTPELLIER,11,3,2,5,15,15,0
11,BREST,13,4,1,6,11,17,-6
12,SC BASTIA,14,4,2,6,19,29,-10
13,REIMS,15,4,3,6,13,14,-1
14,BREST,17,5,2,7,14,18,-4
15,MONTPELLIER,17,4,5,6,19,19,0
16,SC BASTIA,19,5,4,7,21,33,-12
17,AC AJACCIO,19,5,6,6,17,22,-5
18,BREST,21,6,3,9,20,25,-5
19,SC BASTIA,22,6,4,9,26,41,-15
20,SC BASTIA,25,7,4,9,28,42,-14
21,SC BASTIA,25,7,4,10,28,44,-16
22,SC BASTIA,25,7,4,11,28,47,-19
23,SC BASTIA,26,7,5,11,28,47,-19
24,AC AJACCIO,28,7,9,8,27,32,-5
25,AC AJACCIO,29,7,10,8,28,33,-5
26,AC AJACCIO,29,7,10,9,29,36,-7
27,SC BASTIA,30,8,6,13,30,51,-21
28,AC AJACCIO,32,8,10,10,30,37,-7
29,AC AJACCIO,33,8,11,10,30,37,-7
30,SC BASTIA,36,10,6,14,38,56,-18
31,VAFC,36,9,9,13,41,48,-7
32,REIMS,37,9,10,13,31,37,-6
33,SC BASTIA,39,11,6,16,44,62,-18
34,SC BASTIA,40,11,7,16,44,62,-18
35,SC BASTIA,40,11,7,17,45,64,-19
36,SC BASTIA,43,12,7,17,48,65,-17
37,VAFC,45,11,12,14,47,52,-5
38,RENNES,46,13,7,18,48,59,-11
