leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,3,1,0,0,1,0,1
2,LOSC,4,1,1,0,3,2,1
3,SCB,6,2,0,1,7,6,1
4,VAFC,7,2,1,1,6,3,3
5,VAFC,8,2,2,1,6,3,3
6,FCGB,10,2,4,0,7,5,2
7,TFC,12,3,3,1,9,7,2
8,FCGB,14,3,5,0,10,6,4
9,FCGB,15,3,6,0,11,7,4
10,VAFC,15,4,3,3,20,11,9
11,ASSE,18,5,3,3,19,8,11
12,FCGB,21,5,6,1,17,10,7
13,VAFC,22,6,4,3,27,15,12
14,VAFC,22,6,4,4,27,16,11
15,FCGB,25,6,7,2,20,13,7
16,FCGB,26,6,8,2,20,13,7
17,FCL,27,7,6,4,28,27,1
18,SRFC,29,9,2,7,25,22,3
19,VAFC,29,8,5,6,31,24,7
20,SRFC,32,10,2,8,29,26,3
21,FCL,34,9,7,5,35,33,2
22,OGCN,35,9,8,5,33,27,6
23,ASSE,37,10,7,6,32,17,15
24,OGCN,39,10,9,5,36,28,8
25,SRFC,40,12,4,9,37,32,5
26,MHSC,41,12,5,9,41,32,9
27,MHSC,44,13,5,9,43,32,11
28,LOSC,46,12,10,6,40,28,12
29,LOSC,46,12,10,7,41,30,11
30,OGCN,48,13,9,8,41,34,7
31,OGCN,51,14,9,8,45,37,8
32,LOSC,53,14,11,7,48,31,17
33,OGCN,54,15,9,9,48,40,8
34,OGCN,57,16,9,9,51,41,10
35,LOSC,57,15,12,8,55,39,16
36,ASSE,59,15,14,7,57,31,26
37,OGCN,61,17,10,10,55,46,9
38,LOSC,62,16,14,8,59,40,19
