leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,1,0,1
2,TFC,4,1,1,0,3,2,1
3,FCL,5,1,2,0,6,5,1
4,ASSE,6,2,0,2,9,4,5
5,TFC,8,2,2,1,5,5,0
6,TFC,9,2,3,1,7,7,0
7,VAFC,11,3,2,2,11,6,5
8,TFC,13,3,4,1,11,9,2
9,SDR,14,4,2,3,11,7,4
10,SDR,15,4,3,3,12,8,4
11,FCGB,18,4,6,1,13,10,3
12,LOSC,20,5,5,2,16,12,4
13,SRFC,22,7,1,5,18,16,2
14,TFC,22,6,4,4,23,16,7
15,SRFC,25,8,1,6,21,19,2
16,SRFC,26,8,2,6,23,21,2
17,VAFC,26,7,5,5,29,21,8
18,FCGB,28,6,10,2,21,14,7
19,FCGB,29,6,11,2,21,14,7
20,FCL,31,8,7,5,32,31,1
21,FCGB,32,7,11,3,23,15,8
22,ASSE,34,9,7,6,30,16,14
23,SRFC,37,11,4,8,35,30,5
24,FCGB,38,9,11,4,26,16,10
25,FCL,39,10,9,6,41,39,2
26,SRFC,41,12,5,9,39,34,5
27,LOSC,43,11,10,6,37,27,10
28,MHSC,44,13,5,10,43,34,9
29,MHSC,45,13,6,10,44,35,9
30,MHSC,45,13,6,11,44,36,8
31,MHSC,48,14,6,11,47,37,10
32,MHSC,48,14,6,12,49,41,8
33,FCL,50,13,11,9,53,51,2
34,FCL,50,13,11,10,53,52,1
35,MHSC,51,15,6,14,53,46,7
36,FCL,53,14,11,11,56,54,2
37,FCL,53,14,11,12,56,55,1
38,FCGB,55,13,16,9,40,34,6
