leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FCSM,0,0,0,1,2,3,-1
2,MHSC,1,0,1,1,2,3,-1
3,SDR,3,1,0,2,2,3,-1
4,MHSC,4,1,1,2,5,5,0
5,SB29,6,2,0,3,5,10,-5
6,ACA,6,2,2,2,5,7,-2
7,MHSC,8,2,2,3,9,9,0
8,SCB,10,3,1,4,12,20,-8
9,ACA,10,3,3,3,6,9,-3
10,MHSC,11,3,2,5,15,15,0
11,SB29,13,4,1,6,11,17,-6
12,SCB,14,4,2,6,19,29,-10
13,SDR,15,4,3,6,13,14,-1
14,SB29,17,5,2,7,14,18,-4
15,MHSC,17,4,5,6,19,19,0
16,SCB,19,5,4,7,21,33,-12
17,ACA,19,5,6,6,17,22,-5
18,SB29,21,6,3,9,20,25,-5
19,SCB,22,6,4,9,26,41,-15
20,SCB,25,7,4,9,28,42,-14
21,SCB,25,7,4,10,28,44,-16
22,SCB,25,7,4,11,28,47,-19
23,SCB,26,7,5,11,28,47,-19
24,ACA,28,7,9,8,27,32,-5
25,ACA,29,7,10,8,28,33,-5
26,ACA,29,7,10,9,29,36,-7
27,SCB,30,8,6,13,30,51,-21
28,ACA,32,8,10,10,30,37,-7
29,ACA,33,8,11,10,30,37,-7
30,SCB,36,10,6,14,38,56,-18
31,VAFC,36,9,9,13,41,48,-7
32,SDR,37,9,10,13,31,37,-6
33,SCB,39,11,6,16,44,62,-18
34,SCB,40,11,7,16,44,62,-18
35,SCB,40,11,7,17,45,64,-19
36,SCB,43,12,7,17,48,65,-17
37,VAFC,45,11,12,14,47,52,-5
38,SRFC,46,13,7,18,48,59,-11
