leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,MONTPELLIER,1,0,1,0,1,1,0
2,AC AJACCIO,2,1,1,0,1,0,1
3,PARIS SG,3,0,3,0,2,2,0
4,LOSC,5,1,2,1,6,6,0
5,LOSC,6,1,3,1,7,7,0
6,OGC NICE,7,1,4,1,8,7,1
7,ASSE,8,2,2,3,10,6,4
8,RENNES,10,3,1,4,10,11,-1
9,LOSC,11,2,5,2,11,11,0
10,SC BASTIA,14,4,2,4,15,21,-6
11,FC LORIENT,15,3,6,2,19,21,-2
12,FC LORIENT,15,3,6,3,19,25,-6
13,OGC NICE,16,3,7,3,18,19,-1
14,FC LORIENT,18,4,6,4,22,27,-5
15,FC LORIENT,21,5,6,4,23,27,-4
16,LOSC,22,5,7,4,17,16,1
17,MONTPELLIER,23,6,5,6,24,20,4
18,LOSC,26,6,8,4,20,17,3
19,MONTPELLIER,26,7,5,7,29,24,5
20,ASSE,28,7,7,6,26,16,10
21,VAFC,30,8,6,7,32,30,2
22,LOSC,30,7,9,6,26,23,3
23,TOULOUSE FC,31,8,7,8,30,28,2
24,VAFC,33,9,6,9,34,35,-1
25,VAFC,33,9,6,10,34,36,-2
26,VAFC,34,9,7,10,34,36,-2
27,VAFC,35,9,8,10,35,37,-2
28,TOULOUSE FC,37,9,10,9,33,32,1
29,TOULOUSE FC,38,9,11,9,33,32,1
30,TOULOUSE FC,41,10,11,9,36,34,2
31,TOULOUSE FC,41,10,11,10,39,38,1
32,TOULOUSE FC,41,10,11,11,40,41,-1
33,TOULOUSE FC,41,10,11,12,40,42,-2
34,TOULOUSE FC,42,10,12,12,40,42,-2
35,RENNES,45,13,6,16,46,52,-6
36,VAFC,45,11,12,13,47,50,-3
37,RENNES,46,13,7,17,48,57,-9
38,VAFC,48,12,12,14,49,53,-4
