leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,LOSC,3,1,0,0,2,1,1
2,SC BASTIA,6,2,0,0,5,3,2
3,VAFC,7,2,1,0,4,0,4
4,FC LORIENT,8,2,2,0,9,5,4
5,FC LORIENT,11,3,2,0,11,6,5
6,PARIS SG,12,3,3,0,10,3,7
7,OL,14,4,2,1,12,7,5
8,OL,15,4,3,1,13,8,5
9,OL,18,5,3,1,14,8,6
10,TOULOUSE FC,19,5,4,1,18,10,8
11,OM,22,7,1,3,15,12,3
12,OM,23,7,2,3,17,14,3
13,PARIS SG,23,6,5,2,19,10,9
14,OM,26,8,2,4,18,15,3
15,ASSE,26,7,5,3,24,10,14
16,OM,29,9,2,5,20,19,1
17,OM,32,10,2,5,22,20,2
18,OM,35,11,2,5,23,20,3
19,OM,38,12,2,5,24,20,4
20,OM,38,12,2,6,25,23,2
21,OM,41,13,2,6,28,25,3
22,OM,42,13,3,6,30,27,3
23,OM,42,13,3,7,30,28,2
24,OM,43,13,4,7,31,29,2
25,OM,46,14,4,7,32,29,3
26,OM,46,14,4,8,32,31,1
27,OM,49,15,4,8,34,32,2
28,OM,50,15,5,8,34,32,2
29,OM,51,15,6,8,34,32,2
30,OL,53,15,8,7,49,32,17
31,ASSE,53,14,11,6,51,25,26
32,OL,56,16,8,8,52,34,18
33,OL,59,17,8,8,54,35,19
34,OL,60,17,9,8,55,36,19
35,OL,63,18,9,8,58,36,22
36,OL,63,18,9,9,58,37,21
37,OL,64,18,10,9,59,38,21
38,OL,67,19,10,9,61,38,23
