leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCB,3,1,0,0,3,2,1
2,OM,6,2,0,0,3,0,3
3,OL,7,2,1,0,6,2,4
4,OL,10,3,1,0,9,4,5
5,OL,13,4,1,0,11,4,7
6,OL,14,4,2,0,12,5,7
7,PSG,15,4,3,0,12,3,9
8,PSG,16,4,4,0,14,5,9
9,OM,19,6,1,2,12,8,4
10,OL,21,6,3,1,18,9,9
11,PSG,22,6,4,1,17,7,10
12,PSG,23,6,5,1,18,8,10
13,FCGB,24,6,6,1,18,10,8
14,PSG,26,7,5,2,23,10,13
15,OM,29,9,2,4,20,16,4
16,PSG,29,8,5,3,28,12,16
17,PSG,32,9,5,3,32,12,20
18,OL,35,10,5,3,30,17,13
19,OL,38,11,5,3,33,17,16
20,PSG,39,11,6,3,36,12,24
21,OL,42,12,6,3,35,18,17
22,OL,45,13,6,3,37,18,19
23,OL,45,13,6,4,38,21,17
24,OL,45,13,6,5,39,24,15
25,OL,48,14,6,5,43,24,19
26,OL,51,15,6,5,46,25,21
27,OL,52,15,7,5,47,26,21
28,OL,53,15,8,5,47,26,21
29,OL,53,15,8,6,48,30,18
30,OM,54,16,6,8,35,32,3
31,OM,57,17,6,8,36,32,4
32,OM,58,17,7,8,36,32,4
33,OM,61,18,7,8,37,32,5
34,OM,64,19,7,8,38,32,6
35,OM,67,20,7,8,40,33,7
36,OM,70,21,7,8,42,34,8
37,OM,70,21,7,9,42,36,6
38,OM,71,21,8,9,42,36,6
