leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,USL DUNKERQUE,3,1,0,0,1,0,1
2,SM CAEN,4,1,1,0,1,0,1
3,VAFC,6,2,0,1,4,1,3
4,USL DUNKERQUE,7,2,1,1,3,2,1
5,VAFC,9,3,0,2,5,2,3
6,TROYES,10,3,1,2,7,4,3
7,GRENOBLE,12,4,0,3,11,7,4
8,FCSM,13,3,4,1,10,8,2
9,TOULOUSE FC,15,4,3,2,12,8,4
10,CLERMONT,16,4,4,2,12,6,6
11,NIORT,18,5,3,3,15,14,1
12,AJ AUXERRE,20,6,2,4,22,15,7
13,NIORT,21,6,3,4,17,16,1
14,TOULOUSE FC,23,6,5,3,24,18,6
15,CLERMONT,24,6,6,3,18,8,10
16,CLERMONT,27,7,6,3,21,10,11
17,CLERMONT,30,8,6,3,22,10,12
18,PARIS FC,31,9,4,5,25,19,6
19,PARIS FC,32,9,5,5,26,20,6
20,PARIS FC,32,9,5,6,26,22,4
21,PARIS FC,35,10,5,6,30,24,6
22,PARIS FC,36,10,6,6,31,25,6
23,PARIS FC,37,10,7,6,34,28,6
24,PARIS FC,37,10,7,7,34,29,5
25,PARIS FC,38,10,8,7,35,30,5
26,PARIS FC,41,11,8,7,36,30,6
27,PARIS FC,44,12,8,7,38,30,8
28,AJ AUXERRE,45,12,9,7,48,31,17
29,AJ AUXERRE,46,12,10,7,48,31,17
30,AJ AUXERRE,47,12,11,7,50,33,17
31,AJ AUXERRE,48,12,12,7,51,34,17
32,AJ AUXERRE,51,13,12,7,55,34,21
33,AJ AUXERRE,54,14,12,7,58,36,22
34,AJ AUXERRE,54,14,12,8,58,39,19
35,PARIS FC,57,15,12,8,46,35,11
36,AJ AUXERRE,58,15,13,8,60,40,20
37,AJ AUXERRE,59,15,14,8,61,41,20
38,AJ AUXERRE,62,16,14,8,64,43,21
