leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,VAFC,3,1,0,0,3,0,3
2,FCSM,6,2,0,0,4,1,3
3,SMC,7,2,1,0,4,0,4
4,GF38,9,3,0,1,9,5,4
5,PFC,10,3,1,1,8,5,3
6,GF38,12,4,0,2,11,6,5
7,CNFC,14,4,2,1,9,5,4
8,GF38,15,5,0,3,12,7,5
9,ESTAC,17,5,2,2,13,5,8
10,GF38,19,6,1,3,14,8,6
11,GF38,22,7,1,3,16,8,8
12,ESTAC,24,7,3,2,20,10,10
13,PFC,27,8,3,2,18,10,8
14,GF38,27,8,3,3,18,9,9
15,GF38,30,9,3,3,22,9,13
16,GF38,31,9,4,3,23,10,13
17,ESTAC,34,10,4,3,25,14,11
18,TFC,35,10,5,3,35,21,14
19,TFC,36,10,6,3,37,23,14
20,TFC,39,11,6,3,39,23,16
21,TFC,42,12,6,3,40,23,17
22,TFC,45,13,6,3,43,25,18
23,TFC,45,13,6,4,44,28,16
24,TFC,46,13,7,4,45,29,16
25,TFC,49,14,7,4,48,29,19
26,CF63,49,14,7,5,38,16,22
27,CF63,52,15,7,5,42,16,26
28,CF63,55,16,7,5,47,16,31
29,CF63,55,16,7,5,47,16,31
30,ESTAC,58,17,7,6,45,30,15
31,CF63,59,17,8,6,50,17,33
32,CF63,59,17,8,7,51,19,32
33,TFC,62,18,8,7,61,34,27
34,TFC,65,19,8,7,62,34,28
35,CF63,66,19,9,7,55,21,34
36,CF63,69,20,9,7,57,22,35
37,CF63,72,21,9,7,60,23,37
38,CF63,72,21,9,8,61,25,36
