id,date,hour,leagueMatchNb,idHome,homeTeam,idAway,awayTeam,h_score,a_score,h_possession,h_duelsWon,h_aerialDuelsWon,h_interceptions,h_offPlays,h_corners,h_passes,h_longPasses,h_succeededPasses,h_succeededPassesOppositeSide,h_centers,h_succeededCenters,h_shots,h_targetedShots,h_counteredShots,h_extSurfaceShots,h_intSurfaceShots,h_precisionShots,h_tackles,h_succeededTackles,h_clears,h_concededFaults,h_yellowCards,h_redCards,a_possession,a_duelsWon,a_aerialDuelsWon,a_interceptions,a_offPlays,a_corners,a_passes,a_longPasses,a_succeededPasses,a_succeededPassesOppositeSide,a_centers,a_succeededCenters,a_shots,a_targetedShots,a_counteredShots,a_extSurfaceShots,a_intSurfaceShots,a_precisionShots,a_tackles,a_succeededTackles,a_clears,a_concededFaults,a_yellowCards,a_redCards
68479,20200829,1500,2,2,SMC,6,ACA,1,0,39.2,46.7,39.5,16,2,4,320,67,72.8,56.5,23,13.0,6,3,2,0,6,50.0,11,45.5,20,17,0,0,60.8,53.3,60.5,15,2,1,522,62,81.0,65.3,15,26.7,7,3,1,4,3,42.9,8,75.0,35,15,4,0
68484,20200829,1500,2,16,ASNL,13,EAG,2,2,46.0,43.3,34.4,15,1,7,336,74,75.3,55.7,23,17.4,12,4,2,4,8,33.3,11,27.3,14,13,4,0,54.0,56.7,65.6,12,0,8,403,71,78.7,52.5,21,19.0,9,3,0,2,7,33.3,13,38.5,17,16,1,0
68480,20200829,1900,2,22,LBC,4,AJA,1,2,42.3,43.6,40.7,19,2,3,381,69,80.1,71.4,13,23.1,13,3,3,9,4,23.1,17,52.9,21,11,0,0,57.7,56.4,59.3,7,1,7,512,60,79.9,66.6,23,17.4,20,8,4,10,10,40.0,23,60.9,10,11,1,0
68481,20200829,1900,2,10,USLD,23,CF63,1,1,29.4,46.2,62.5,14,2,2,286,68,70.3,52.7,8,12.5,4,2,0,2,2,50.0,14,57.1,26,17,1,0,70.6,53.8,37.5,14,1,10,679,56,87.9,73.0,33,30.3,17,5,6,5,12,29.4,13,30.8,5,11,2,0
68482,20200829,1900,2,19,GF38,7,TFC,5,3,43.0,43.2,45.5,14,3,7,356,84,71.6,59.5,19,26.3,14,8,2,3,11,57.1,12,83.3,11,17,1,0,57.0,56.8,54.5,11,1,3,473,52,75.3,63.6,24,45.8,18,7,4,6,12,38.9,30,60.0,24,24,3,0
68483,20200829,1900,2,12,HAC,17,ASC,1,0,47.2,49.6,52.3,6,2,3,394,65,81.2,62.1,16,25.0,3,1,0,1,2,33.3,9,66.7,21,11,1,1,52.8,50.4,47.7,12,1,4,443,54,79.2,72.4,21,28.6,14,5,1,5,9,35.7,22,50.0,12,18,2,1
68485,20200829,1900,2,14,CNFC,24,FCCO,1,1,63.6,45.7,44.7,6,2,4,476,51,78.4,66.7,22,22.7,16,5,5,9,7,31.3,11,63.6,12,20,2,0,36.4,54.3,55.3,14,3,1,276,73,61.2,42.6,9,33.3,3,1,1,1,2,33.3,28,89.3,27,18,2,0
68486,20200829,1900,2,1,PFC,15,VAFC,1,0,49.9,46.4,42.1,12,0,5,360,75,73.1,57.6,17,5.9,15,3,1,9,6,20.0,13,61.5,11,21,3,0,50.1,53.6,57.9,8,1,2,369,87,72.6,60.4,13,15.4,7,2,2,3,4,28.6,16,37.5,17,12,2,0
68487,20200829,1900,2,5,PAUFC,20,RAF,1,1,49.0,39.4,44.8,17,1,8,312,72,66.7,51.6,30,30.0,14,4,3,4,10,28.6,8,50.0,10,17,2,0,51.0,60.6,55.2,11,3,3,333,71,67.0,43.8,19,21.1,6,3,0,1,5,50.0,26,61.5,26,17,3,0
68488,20200829,1900,2,3,FCSM,21,ESTAC,2,1,38.0,51.4,47.1,19,5,7,300,63,75.7,63.1,15,6.7,6,3,1,3,3,50.0,14,78.6,19,11,1,0,62.0,48.6,52.9,12,0,6,487,49,84.4,69.8,26,30.8,16,5,6,5,11,31.3,18,66.7,17,15,2,0
68493,20200912,1500,3,13,EAG,12,HAC,1,3,56.4,59.6,63.0,8,2,5,466,52,86.3,72.7,31,29.0,20,4,5,10,10,20.0,17,41.2,8,17,3,0,43.6,40.4,37.0,8,0,2,373,70,78.0,60.0,8,25.0,4,3,0,1,3,75.0,12,50.0,23,18,5,0
68490,20200912,1900,3,17,ASC,1,PFC,1,2,57.2,55.7,54.3,6,3,3,426,69,74.2,59.5,19,26.3,9,1,1,2,7,11.1,19,68.4,14,19,3,0,42.8,44.3,45.7,10,0,4,321,86,68.5,49.7,12,25.0,9,6,1,4,5,66.7,15,73.3,23,23,3,0
68491,20200912,1900,3,4,AJA,23,CF63,0,1,47.7,54.2,33.3,7,0,4,498,67,86.1,73.9,15,20.0,7,1,0,4,3,14.3,23,56.5,19,16,0,0,52.3,45.8,66.7,11,2,3,544,49,89.7,74.3,20,20.0,14,3,3,5,9,21.4,15,60.0,22,8,2,0
68492,20200912,1900,3,24,FCCO,19,GF38,1,2,33.0,45.8,43.5,20,1,3,267,70,60.3,47.3,13,23.1,7,3,1,1,6,42.9,15,73.3,21,17,0,0,67.0,54.2,56.5,19,4,5,535,60,78.7,63.2,27,22.2,12,3,2,3,9,25.0,15,66.7,9,12,1,0
68494,20200912,1900,3,14,CNFC,16,ASNL,1,0,39.8,44.1,39.6,19,0,0,318,83,69.8,52.5,7,14.3,11,4,4,8,3,36.4,18,66.7,22,21,4,0,60.2,55.9,60.4,12,3,4,465,84,75.3,58.5,24,16.7,10,3,2,3,7,30.0,20,80.0,15,17,2,0
68495,20200912,1900,3,20,RAF,2,SMC,0,3,64.2,52.3,56.0,3,1,6,477,77,83.0,69.9,33,15.2,9,1,1,2,7,11.1,11,63.6,3,12,2,1,35.8,47.7,44.0,13,2,3,272,73,72.8,60.5,13,7.7,12,8,4,7,5,66.7,11,45.5,26,13,3,0
68497,20200912,1900,3,21,ESTAC,5,PAUFC,2,0,65.8,51.6,53.8,4,2,10,488,44,83.6,67.6,30,10.0,14,7,6,7,7,50.0,14,57.1,13,16,2,0,34.2,48.4,46.2,12,6,0,249,69,67.9,55.3,13,23.1,9,1,1,3,6,11.1,12,75.0,27,19,2,1
68498,20200912,1900,3,15,VAFC,22,LBC,1,0,59.4,50.8,44.0,10,2,6,464,56,84.1,72.4,27,7.4,16,3,4,13,3,18.8,26,61.5,6,16,1,0,40.6,49.2,56.0,13,1,3,319,65,76.2,61.0,12,41.7,8,1,2,3,5,12.5,16,56.3,29,19,3,1
68496,20200914,2045,3,7,TFC,3,FCSM,0,0,64.5,52.8,58.5,7,1,3,429,43,79.7,70.3,18,33.3,15,3,3,9,6,20.0,10,90.0,15,20,3,0,35.5,47.2,41.5,13,0,7,233,64,62.7,45.9,16,6.3,5,1,2,3,2,20.0,11,45.5,17,13,5,0
68849,20200930,1900,3,6,ACA,10,USLD,1,0,64.6,47.5,52.9,11,0,7,490,59,79.8,67.1,24,25.0,15,7,3,5,10,46.7,10,90.0,13,29,3,0,35.4,52.5,47.1,12,2,1,276,70,67.4,53.1,8,0.0,6,1,1,4,2,16.7,11,81.8,24,23,2,1
68502,20200919,1500,4,23,CF63,7,TFC,1,1,46.9,46.2,42.9,20,0,8,351,60,76.9,57.5,19,10.5,13,5,4,6,7,38.5,13,61.5,18,15,2,1,53.1,53.8,57.1,15,2,1,390,45,80.5,71.4,29,10.3,11,5,3,6,5,45.5,26,57.7,18,19,1,1
68500,20200919,1900,4,2,SMC,24,FCCO,0,0,54.3,54.2,55.3,12,1,3,440,61,83.2,68.9,18,16.7,6,1,4,3,3,16.7,12,50.0,11,19,3,1,45.7,45.8,44.7,6,2,4,372,66,77.4,68.2,13,23.1,9,2,1,5,4,22.2,13,84.6,16,17,3,0
68501,20200919,1900,4,22,LBC,17,ASC,0,0,33.3,49.1,38.5,20,1,0,298,77,68.1,53.8,5,0.0,2,1,0,1,1,50.0,9,66.7,28,15,0,1,66.7,50.9,61.5,8,1,8,569,55,84.4,74.9,41,19.5,10,3,4,3,7,30.0,16,56.3,5,23,3,0
68503,20200919,1900,4,10,USLD,15,VAFC,1,0,36.5,55.7,66.7,10,2,2,310,56,77.1,59.1,15,26.7,6,2,1,1,5,33.3,11,45.5,20,14,1,0,63.5,44.3,33.3,7,4,6,546,81,83.3,68.4,14,14.3,6,2,2,4,2,33.3,9,66.7,11,16,4,0
68504,20200919,1900,4,19,GF38,6,ACA,2,0,40.0,43.5,52.9,8,4,1,318,80,71.1,55.4,8,25.0,7,2,2,4,3,28.6,8,100.0,10,13,3,0,60.0,56.5,47.1,11,6,4,470,53,80.9,65.0,20,20.0,11,3,3,6,5,27.3,15,80.0,11,11,3,0
68505,20200919,1900,4,12,HAC,14,CNFC,0,1,56.8,51.9,54.5,6,0,5,445,44,82.9,72.7,17,35.3,12,4,3,5,7,33.3,14,71.4,15,16,2,1,43.2,48.1,45.5,5,2,3,336,43,81.3,72.3,20,25.0,14,3,4,7,7,21.4,18,72.2,8,20,3,0
68506,20200919,1900,4,1,PFC,16,ASNL,0,2,54.6,59.4,75.7,8,1,6,442,69,77.1,60.3,19,36.8,13,3,3,3,10,23.1,6,33.3,8,16,2,0,45.4,40.6,24.3,9,4,0,367,55,75.5,60.9,9,33.3,10,5,0,4,6,50.0,15,53.3,14,19,4,0
68507,20200919,1900,4,5,PAUFC,13,EAG,0,1,41.6,53.8,43.3,15,0,5,352,70,74.1,59.8,25,16.0,11,1,5,6,5,9.1,10,60.0,21,12,6,0,58.4,46.2,56.7,4,0,8,508,69,82.9,63.0,17,11.8,11,4,4,2,9,36.4,5,60.0,16,8,1,0
68508,20200919,1900,4,3,FCSM,20,RAF,2,2,62.1,48.2,47.4,4,4,6,473,74,80.3,61.8,25,28.0,15,5,3,10,5,33.3,14,64.3,11,15,2,0,37.9,51.8,52.6,13,2,1,287,61,70.7,54.2,16,12.5,8,2,2,6,2,25.0,14,64.3,31,15,1,0
68499,20200921,2045,4,4,AJA,21,ESTAC,2,1,36.2,46.8,59.5,22,7,3,296,67,71.6,57.2,12,25.0,9,3,4,4,5,33.3,10,60.0,20,19,1,0,63.8,53.2,40.5,13,1,6,524,57,80.0,69.1,26,26.9,19,5,8,8,11,26.3,17,64.7,10,12,3,0
68516,20200926,1500,5,7,TFC,4,AJA,3,1,45.0,46.5,46.7,16,2,5,310,64,71.0,61.8,16,12.5,16,7,5,7,9,43.8,12,75.0,21,23,2,0,55.0,53.5,53.3,13,3,5,370,70,74.1,58.2,26,19.2,18,4,4,7,11,22.2,21,66.7,16,20,1,0
68509,20200926,1900,5,6,ACA,3,FCSM,1,1,51.4,42.2,47.3,13,1,3,385,95,70.4,54.5,17,41.2,13,5,5,5,8,38.5,12,66.7,14,17,2,0,48.6,57.8,52.7,14,5,4,371,67,70.4,52.5,12,25.0,11,3,3,3,8,27.3,12,58.3,14,10,1,0
68510,20200926,1900,5,17,ASC,5,PAUFC,0,0,72.4,56.0,65.3,7,1,4,536,52,80.0,68.0,18,22.2,11,2,3,3,8,18.2,15,66.7,12,17,3,0,27.6,44.0,34.7,25,3,3,199,70,52.3,37.3,9,22.2,7,2,1,3,4,28.6,21,71.4,26,18,4,0
68511,20200926,1900,5,24,FCCO,22,LBC,2,1,36.7,44.6,46.2,16,2,1,299,76,69.2,54.9,13,30.8,9,6,1,3,6,66.7,10,70.0,11,21,0,1,63.3,55.4,53.8,9,3,3,529,50,84.5,78.9,13,23.1,15,5,3,10,5,33.3,14,71.4,7,21,3,0
68512,20200926,1900,5,13,EAG,19,GF38,1,0,42.2,55.4,52.8,16,1,4,398,68,70.9,60.0,15,26.7,11,3,1,5,6,27.3,11,72.7,26,12,1,0,57.8,44.6,47.2,9,1,3,541,94,81.5,68.1,27,18.5,9,2,3,4,5,22.2,14,71.4,13,12,2,0
68513,20200926,1900,5,16,ASNL,12,HAC,0,1,46.3,50.4,47.2,8,2,5,439,73,77.4,65.8,22,13.6,11,2,4,4,7,18.2,24,58.3,9,18,2,0,53.7,49.6,52.8,14,3,3,521,58,81.6,70.4,15,26.7,11,3,3,5,6,27.3,17,47.1,14,14,2,0
68514,20200926,1900,5,14,CNFC,1,PFC,2,2,44.3,50.0,41.9,9,2,1,325,57,79.4,68.9,14,35.7,9,4,1,4,5,44.4,17,58.8,21,20,2,1,55.7,50.0,58.1,15,0,5,406,63,84.5,67.7,27,22.2,15,5,3,5,10,33.3,17,70.6,15,13,2,1
68515,20200926,1900,5,20,RAF,10,USLD,2,1,45.5,53.8,63.6,16,0,1,358,82,70.7,51.9,12,25.0,13,7,2,2,11,53.8,15,86.7,13,22,3,0,54.5,46.2,36.4,14,2,2,434,80,71.2,54.4,13,38.5,6,2,1,2,4,33.3,12,66.7,9,17,2,0
68518,20200926,1900,5,15,VAFC,2,SMC,1,0,37.6,53.9,41.9,21,3,6,288,70,72.2,59.6,19,26.3,7,2,2,2,5,28.6,16,56.3,22,18,4,0,62.4,46.1,58.1,6,2,5,488,57,81.6,65.0,24,29.2,10,1,1,6,4,10.0,10,60.0,16,19,2,0
68517,20200928,2045,5,21,ESTAC,23,CF63,1,0,52.1,49.5,48.3,14,2,8,442,78,78.5,66.0,19,21.1,15,5,4,3,12,33.3,18,72.2,11,14,3,0,47.9,50.5,51.7,20,2,2,407,66,77.1,58.9,16,25.0,9,4,2,3,6,44.4,11,90.9,12,11,1,0
68528,20201003,1500,6,7,TFC,21,ESTAC,0,0,35.4,51.8,58.3,17,1,4,265,70,58.9,46.1,8,25.0,8,2,1,6,2,25.0,19,52.6,12,15,3,1,64.6,48.2,41.7,16,0,7,471,70,80.7,71.3,29,20.7,14,5,4,9,5,35.7,18,66.7,15,13,1,0
68520,20201003,1530,6,2,SMC,17,ASC,1,0,44.4,48.8,40.0,7,1,6,323,71,71.2,56.1,21,19.0,11,2,4,4,7,18.2,24,79.2,18,14,1,0,55.6,51.2,60.0,12,3,5,417,71,78.9,67.1,19,15.8,15,6,3,9,6,40.0,18,61.1,20,9,3,0
68519,20201003,1900,6,4,AJA,6,ACA,5,1,44.6,52.4,46.9,10,3,5,369,66,76.4,65.6,16,37.5,13,8,2,2,11,61.5,16,56.3,30,11,2,0,55.4,47.6,53.1,11,2,11,443,57,82.6,70.8,34,26.5,12,2,6,4,8,16.7,14,57.1,10,17,1,0
68521,20201003,1900,6,22,LBC,14,CNFC,2,0,47.9,47.2,57.1,18,1,9,362,54,76.5,63.9,25,32.0,19,9,2,8,11,47.4,20,55.0,16,15,3,0,52.1,52.8,42.9,12,0,5,399,45,76.9,62.8,20,20.0,10,1,3,4,6,10.0,21,52.4,14,13,1,0
68522,20201003,1900,6,23,CF63,20,RAF,3,0,47.2,51.0,43.8,14,3,3,374,57,75.4,63.0,10,40.0,19,8,5,5,14,42.1,14,50.0,18,10,2,0,52.8,49.0,56.3,9,0,12,395,72,78.0,60.6,35,17.1,13,3,6,6,7,23.1,20,65.0,7,18,6,0
68523,20201003,1900,6,10,USLD,13,EAG,1,0,41.4,37.8,33.3,11,0,1,360,89,72.5,55.7,18,11.1,8,2,4,2,6,25.0,11,72.7,9,19,1,0,58.6,62.2,66.7,10,4,4,516,72,81.8,64.9,18,33.3,7,0,2,3,4,0.0,9,88.9,21,14,2,0
68524,20201003,1900,6,19,GF38,15,VAFC,2,0,44.1,53.1,60.0,9,3,6,366,76,74.9,65.7,16,37.5,15,3,3,3,12,20.0,13,61.5,18,15,2,0,55.9,46.9,40.0,8,2,1,462,65,78.1,64.9,23,34.8,11,4,1,6,5,36.4,15,80.0,11,15,3,0
68525,20201003,1900,6,1,PFC,12,HAC,3,0,45.0,56.1,60.0,15,2,4,422,69,83.2,62.4,16,25.0,10,3,3,3,7,30.0,19,84.2,10,10,0,0,55.0,43.9,40.0,12,5,3,523,70,84.1,74.1,12,41.7,5,2,1,1,4,40.0,11,81.8,14,9,1,0
68526,20201003,1900,6,5,PAUFC,16,ASNL,1,1,49.3,47.5,55.9,8,3,7,384,83,76.8,62.6,21,19.0,11,1,3,6,5,9.1,10,50.0,11,23,3,0,50.7,52.5,44.1,8,1,6,399,62,78.2,60.2,18,11.1,9,2,2,3,6,22.2,15,46.7,17,15,1,1
68527,20201003,1900,6,3,FCSM,24,FCCO,3,2,57.9,57.3,73.3,7,1,5,416,64,82.9,65.6,21,28.6,9,3,1,3,6,33.3,13,53.8,19,21,2,0,42.1,42.7,26.7,8,0,6,298,81,71.1,51.7,18,27.8,13,5,1,3,10,38.5,14,57.1,12,21,3,0
68531,20201016,1900,7,24,FCCO,23,CF63,0,3,37.2,40.4,39.3,22,1,5,353,77,73.7,58.3,14,28.6,9,1,4,2,7,11.1,22,86.4,9,16,1,0,62.8,59.6,60.7,21,4,3,612,53,86.6,68.8,12,41.7,18,9,4,9,9,50.0,17,58.8,13,9,1,0
68538,20201017,1500,7,15,VAFC,3,FCSM,0,0,48.5,46.8,48.7,6,0,4,356,73,73.0,54.8,11,9.1,10,1,6,7,3,10.0,10,90.0,26,22,4,0,51.5,53.2,51.3,9,3,7,368,65,75.3,63.4,28,25.0,16,5,4,9,7,31.3,15,93.3,7,22,4,0
68529,20201017,1900,7,6,ACA,7,TFC,0,1,61.5,41.6,54.8,10,1,9,400,63,80.3,67.9,36,30.6,15,1,5,6,9,6.7,13,92.3,11,27,4,1,38.5,58.4,45.2,8,2,5,257,58,70.8,52.9,14,14.3,6,2,0,3,3,33.3,11,90.9,27,10,3,1
68530,20201017,1900,7,17,ASC,19,GF38,1,0,47.4,50.8,42.1,26,6,4,408,60,72.1,60.7,16,18.8,10,2,0,7,3,20.0,20,60.0,4,12,2,0,52.6,49.2,57.9,18,2,1,459,84,75.4,59.7,9,22.2,7,4,0,2,5,57.1,24,45.8,17,13,2,0
68533,20201017,1900,7,12,HAC,22,LBC,1,1,51.9,50.0,44.7,10,1,3,436,58,78.7,70.9,23,26.1,14,5,2,5,9,35.7,17,52.9,10,13,2,0,48.1,50.0,55.3,8,2,3,417,78,72.9,61.3,8,25.0,13,4,3,8,5,30.8,21,52.4,14,19,2,0
68534,20201017,1900,7,16,ASNL,10,USLD,2,1,45.0,42.9,43.6,17,4,2,352,59,73.3,58.3,15,40.0,16,7,2,3,13,43.8,16,68.8,24,20,2,0,55.0,57.1,56.4,11,0,3,427,93,70.5,55.5,25,28.0,13,3,3,6,7,23.1,17,58.8,12,13,1,0
68535,20201017,1900,7,14,CNFC,2,SMC,3,0,46.8,48.8,50.0,10,0,2,376,70,68.4,54.6,6,50.0,18,7,3,11,7,38.9,19,52.6,18,20,2,0,53.2,51.2,50.0,9,0,1,424,84,72.6,59.6,16,25.0,9,3,2,4,5,33.3,27,66.7,10,12,0,0
68536,20201017,1900,7,1,PFC,5,PAUFC,1,0,65.7,56.1,60.8,10,1,3,526,58,83.1,64.2,21,14.3,11,5,1,4,7,45.5,10,60.0,9,22,3,0,34.3,43.9,39.2,15,2,5,274,77,63.1,47.3,11,18.2,4,3,0,2,2,75.0,12,66.7,19,28,2,0
68537,20201017,1900,7,20,RAF,21,ESTAC,0,1,26.0,43.7,26.7,15,3,2,221,75,57.9,40.8,15,13.3,8,2,1,5,3,25.0,10,70.0,23,17,1,0,74.0,56.3,73.3,5,2,5,641,75,84.9,69.9,29,27.6,8,2,3,3,5,25.0,8,62.5,12,14,2,0
68532,20201019,2045,7,13,EAG,4,AJA,2,0,39.2,61.7,64.7,18,5,8,390,62,77.4,63.3,19,31.6,10,7,0,1,9,70.0,9,66.7,24,6,1,0,60.8,38.3,35.3,14,0,5,596,66,86.2,71.4,32,12.5,11,1,3,4,7,9.1,11,27.3,10,10,2,0
68540,20201024,1500,8,2,SMC,13,EAG,1,0,51.6,53.3,58.8,13,2,10,416,70,79.6,63.8,27,3.7,19,6,5,13,6,31.6,17,82.4,9,7,2,0,48.4,46.7,41.2,18,3,3,408,76,74.3,59.8,12,33.3,7,3,0,3,4,42.9,17,58.8,14,10,2,0
68539,20201024,1900,8,4,AJA,24,FCCO,4,0,61.6,48.2,44.1,14,3,5,526,67,83.5,70.8,18,33.3,10,5,3,1,9,50.0,21,61.9,10,14,1,0,38.4,51.8,55.9,18,2,6,325,50,76.3,59.3,14,21.4,11,6,4,6,5,54.5,15,66.7,15,13,0,0
68541,20201024,1900,8,22,LBC,1,PFC,1,2,50.8,46.0,44.1,13,3,0,439,66,80.2,68.6,15,26.7,11,2,1,5,6,18.2,13,69.2,16,17,4,0,49.2,54.0,55.9,13,2,5,429,80,77.4,63.2,16,37.5,12,4,5,3,9,33.3,15,53.3,18,20,2,0
68542,20201024,1900,8,23,CF63,6,ACA,0,2,71.7,48.0,48.7,17,1,6,622,55,87.3,71.6,40,20.0,15,3,1,4,11,20.0,4,75.0,6,9,2,0,28.3,52.0,51.3,14,2,3,252,65,56.7,46.7,9,22.2,4,3,1,1,3,75.0,17,52.9,29,17,2,0
68543,20201024,1900,8,10,USLD,12,HAC,0,1,69.6,54.8,58.6,5,4,4,597,65,84.3,72.2,29,24.1,10,0,2,6,4,0.0,13,61.5,9,14,2,0,30.4,45.2,41.4,13,0,4,265,68,62.6,54.4,9,44.4,8,5,1,3,5,62.5,22,54.5,21,18,2,0
68545,20201024,1900,8,5,PAUFC,14,CNFC,4,1,49.1,45.5,37.0,21,4,5,407,70,77.9,67.8,14,57.1,24,14,3,7,17,58.3,16,68.8,10,18,3,0,50.9,54.5,63.0,6,1,4,420,51,80.5,65.8,16,31.3,15,6,3,9,6,40.0,13,69.2,12,12,1,1
68547,20201024,1900,8,7,TFC,20,RAF,3,0,54.7,45.5,45.0,11,4,0,462,49,84.0,72.3,7,42.9,8,5,2,3,5,62.5,16,81.3,18,16,2,0,45.3,54.5,55.0,9,3,7,357,70,77.0,67.0,29,34.5,16,2,3,8,8,12.5,20,55.0,3,14,2,0
68548,20201024,1900,8,21,ESTAC,15,VAFC,1,1,52.2,54.5,57.9,10,1,1,444,72,81.1,63.0,14,28.6,10,3,3,4,6,30.0,14,64.3,11,18,3,1,47.8,45.5,42.1,18,8,1,411,77,82.2,65.4,13,7.7,4,2,1,2,2,50.0,16,56.3,16,27,1,0
68546,20201026,2045,8,3,FCSM,17,ASC,0,2,55.2,48.9,47.1,11,2,4,364,77,71.7,61.1,22,18.2,11,1,5,6,5,9.1,18,77.8,16,17,4,1,44.8,51.1,52.9,8,0,5,298,51,63.1,57.1,16,37.5,16,6,4,8,8,37.5,13,53.8,20,15,2,0
68544,20201124,1900,8,19,GF38,16,ASNL,1,0,53.9,47.6,40.9,18,2,3,480,80,84.6,70.0,22,9.1,8,4,1,4,4,50.0,17,76.5,16,13,0,0,46.1,52.4,59.1,15,3,5,407,57,78.1,62.6,15,13.3,7,2,1,1,6,28.6,19,63.2,13,18,3,1
68556,20201031,1500,9,1,PFC,2,SMC,3,1,64.6,57.4,57.9,9,0,7,521,58,81.8,63.4,13,15.4,13,5,1,3,10,38.5,11,81.8,7,8,2,0,35.4,42.6,42.1,9,2,6,273,57,74.7,57.4,15,26.7,12,5,1,2,10,41.7,15,46.7,10,19,5,1
68549,20201031,1900,9,6,ACA,21,ESTAC,0,4,37.8,53.0,72.4,13,6,4,369,78,71.5,62.2,11,36.4,10,4,3,4,6,40.0,21,66.7,5,15,1,0,62.2,47.0,27.6,9,1,0,616,73,84.6,72.0,5,40.0,12,9,0,4,8,75.0,15,66.7,13,6,1,0
68551,20201031,1900,9,24,FCCO,10,USLD,0,1,54.2,57.1,57.1,7,1,2,389,72,67.1,53.2,24,20.8,4,0,0,2,2,0.0,22,77.3,8,18,3,1,45.8,42.9,42.9,20,1,2,338,85,63.3,49.2,10,20.0,4,1,0,2,2,25.0,13,84.6,23,12,4,0
