leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,ASC,3,1,0,0,1,0,1
2,ESTAC,3,1,0,1,3,2,1
3,CF63,5,1,2,0,2,1,1
4,CF63,6,1,3,0,3,2,1
5,RAF,8,2,2,1,6,7,-1
6,AJA,9,3,0,3,10,9,1
7,EAG,10,3,1,3,7,7,0
8,AJA,12,4,0,4,14,11,3
9,SMC,14,4,2,3,7,7,0
10,TFC,15,4,3,3,16,13,3
11,USLD,16,5,1,5,9,9,0
12,FCSM,17,4,5,3,18,14,4
13,FCSM,18,4,6,3,18,14,4
14,VAFC,20,5,5,4,17,16,1
15,VAFC,21,5,6,4,18,17,1
16,ASC,22,6,4,6,14,12,2
17,VAFC,24,6,6,5,21,19,2
18,CNFC,25,7,4,7,20,27,-7
19,ASC,27,7,6,6,18,14,4
20,ASC,28,7,7,6,18,14,4
21,ASC,28,7,7,7,20,18,2
22,FCSM,29,6,11,5,27,21,6
23,ACA,31,8,7,8,22,27,-5
24,ASC,32,8,8,8,21,20,1
25,ASC,33,8,9,8,21,20,1
26,SMC,34,8,10,8,27,31,-4
27,SMC,34,8,10,9,27,33,-6
28,ACA,35,9,8,11,23,33,-10
29,ASNL,37,9,10,10,42,39,3
30,VAFC,40,10,10,10,37,40,-3
31,VAFC,40,10,10,11,37,43,-6
32,ASNL,41,10,11,11,44,43,1
33,ACA,42,11,9,13,31,38,-7
34,ASC,44,11,11,12,30,33,-3
35,ASC,45,11,12,12,32,35,-3
36,ASNL,45,11,12,13,50,50,0
37,ASNL,46,11,13,13,51,51,0
38,EAG,47,10,17,11,41,43,-2
