leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,VAFC,3,1,0,0,3,0,3
2,FCSM,6,2,0,0,4,1,3
3,SM CAEN,7,2,1,0,4,0,4
4,GRENOBLE,9,3,0,1,9,5,4
5,PARIS FC,10,3,1,1,8,5,3
6,GRENOBLE,12,4,0,2,11,6,5
7,NIORT,14,4,2,1,9,5,4
8,GRENOBLE,15,5,0,3,12,7,5
9,TROYES,17,5,2,2,13,5,8
10,GRENOBLE,19,6,1,3,14,8,6
11,GRENOBLE,22,7,1,3,16,8,8
12,TROYES,24,7,3,2,20,10,10
13,PARIS FC,27,8,3,2,18,10,8
14,GRENOBLE,27,8,3,3,18,9,9
15,GRENOBLE,30,9,3,3,22,9,13
16,GRENOBLE,31,9,4,3,23,10,13
17,TROYES,34,10,4,3,25,14,11
18,TOULOUSE FC,35,10,5,3,35,21,14
19,TOULOUSE FC,36,10,6,3,37,23,14
20,TOULOUSE FC,39,11,6,3,39,23,16
21,TOULOUSE FC,42,12,6,3,40,23,17
22,TOULOUSE FC,45,13,6,3,43,25,18
23,TOULOUSE FC,45,13,6,4,44,28,16
24,TOULOUSE FC,46,13,7,4,45,29,16
25,TOULOUSE FC,49,14,7,4,48,29,19
26,CLERMONT,49,14,7,5,38,16,22
27,CLERMONT,52,15,7,5,42,16,26
28,CLERMONT,55,16,7,5,47,16,31
29,CLERMONT,55,16,7,5,47,16,31
30,TROYES,58,17,7,6,45,30,15
31,CLERMONT,59,17,8,6,50,17,33
32,CLERMONT,59,17,8,7,51,19,32
33,TOULOUSE FC,62,18,8,7,61,34,27
34,TOULOUSE FC,65,19,8,7,62,34,28
35,CLERMONT,66,19,9,7,55,21,34
36,CLERMONT,69,20,9,7,57,22,35
37,CLERMONT,72,21,9,7,60,23,37
38,CLERMONT,72,21,9,8,61,25,36
