leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,CLERMONT,1,0,1,0,0,0,0
2,CHÂTEAUROUX,3,1,0,1,2,2,0
3,USL DUNKERQUE,4,1,1,1,2,2,0
4,HAVRE AC,6,2,0,2,4,4,0
5,USL DUNKERQUE,7,2,1,2,4,4,0
6,VAFC,9,3,0,3,5,4,1
7,USL DUNKERQUE,10,3,1,3,6,6,0
8,TOULOUSE FC,12,3,3,2,11,8,3
9,AJ AUXERRE,13,4,1,4,16,13,3
10,FCSM,14,3,5,2,13,12,1
11,HAVRE AC,16,5,1,5,10,12,-2
12,USL DUNKERQUE,17,5,2,5,11,11,0
13,VAFC,17,4,5,4,15,15,0
14,USL DUNKERQUE,20,6,2,6,13,12,1
15,FCSM,20,4,8,3,19,15,4
16,FCSM,21,4,9,3,20,16,4
17,NIORT,24,7,3,7,19,26,-7
18,AMIENS SC,24,6,6,6,16,14,2
19,VAFC,27,7,6,6,25,22,3
20,SM CAEN,28,7,7,6,20,22,-2
21,SM CAEN,28,7,7,7,21,24,-3
22,SM CAEN,28,7,7,8,23,28,-5
23,FCSM,29,6,11,6,27,23,4
24,AC AJACCIO,32,8,8,8,22,27,-5
25,SM CAEN,33,8,9,8,25,29,-4
26,HAVRE AC,34,8,10,8,22,28,-6
27,HAVRE AC,34,8,10,9,22,30,-8
28,NANCY,34,8,10,10,37,38,-1
29,HAVRE AC,37,9,10,10,24,32,-8
30,RODEZ AF,37,8,13,9,30,34,-4
31,RODEZ AF,38,8,14,9,32,36,-4
32,AMIENS SC,41,10,11,11,27,30,-3
33,NANCY,41,10,11,12,46,46,0
34,VAFC,43,11,10,13,40,48,-8
35,VAFC,44,11,11,13,41,49,-8
36,AMIENS SC,45,11,12,13,32,38,-6
37,AMIENS SC,46,11,13,13,32,38,-6
38,AMIENS SC,47,11,14,13,34,40,-6
