leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,ANGERS SCO,0,0,0,1,3,4,-1
2,MONTPELLIER,3,1,0,1,3,3,0
3,STRASBOURG,4,1,1,1,3,3,0
4,REIMS,6,2,0,2,3,5,-2
5,OGC NICE,7,2,1,2,4,7,-3
6,REIMS,8,2,2,2,3,5,-2
7,OGC NICE,10,3,1,3,6,9,-3
8,ANGERS SCO,10,3,1,4,9,10,-1
9,RENNES,11,3,2,4,12,14,-2
10,RENNES,12,3,3,4,13,15,-2
11,TOULOUSE FC,13,3,4,4,10,19,-9
12,BORDEAUX,15,4,3,5,14,15,-1
13,BORDEAUX,16,4,4,5,14,15,-1
14,NÎMES,17,4,5,5,19,20,-1
15,BORDEAUX,18,4,6,5,16,17,-1
16,REIMS,21,5,6,5,10,14,-4
17,RENNES,23,6,5,6,23,25,-2
18,STRASBOURG,23,5,8,5,28,23,5
19,REIMS,26,6,8,5,15,18,-3
20,REIMS,27,6,9,5,16,19,-3
21,BORDEAUX,28,7,7,7,23,23,0
22,NÎMES,29,8,5,9,30,32,-2
23,NÎMES,30,8,6,9,31,33,-2
24,NÎMES,33,9,6,9,35,35,0
25,RENNES,36,10,6,9,34,33,1
26,NÎMES,36,10,6,10,37,38,-1
27,RENNES,37,10,7,10,36,37,-1
28,STRASBOURG,38,9,11,8,43,33,10
29,STRASBOURG,39,9,12,8,45,35,10
30,NÎMES,40,11,7,12,44,45,-1
31,RENNES,42,11,9,11,43,43,0
32,NÎMES,43,12,7,13,47,47,0
33,RENNES,43,11,10,12,45,46,-1
34,RENNES,44,11,11,12,47,48,-1
35,FC NANTES,46,13,7,15,46,45,1
36,STRASBOURG,46,10,16,10,57,46,11
37,FC NANTES,48,13,9,15,48,47,1
38,STRASBOURG,49,11,16,11,58,48,10
