leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,3,1,0,0,2,1,1
2,PSG,4,1,1,0,3,2,1
3,PSG,5,1,2,0,3,2,1
4,PSG,6,2,0,2,4,2,2
5,PSG,7,2,1,2,12,12,0
6,PSG,9,2,3,1,5,7,-2
7,PSG,10,3,1,3,9,9,0
8,PSG,11,3,2,3,14,11,3
9,PSG,13,3,4,2,10,12,-2
10,PSG,14,4,2,4,13,13,0
11,PSG,14,4,2,5,13,14,-1
12,PSG,17,4,5,3,8,10,-2
13,PSG,18,4,6,3,20,16,4
14,PSG,20,5,5,4,10,13,-3
15,PSG,21,5,6,4,24,18,6
16,PSG,23,6,5,5,24,21,3
17,PSG,26,7,5,5,13,15,-2
18,PSG,26,7,5,6,27,24,3
19,PSG,26,6,8,5,30,23,7
20,PSG,29,7,8,5,32,24,8
21,PSG,31,8,7,6,16,19,-3
22,PSG,34,9,7,6,18,19,-1
23,PSG,34,8,10,5,20,21,-1
24,PSG,36,10,6,8,34,31,3
25,PSG,37,10,7,8,19,26,-7
26,PSG,37,9,10,7,41,30,11
27,PSG,40,11,7,9,20,27,-7
28,PSG,40,11,7,10,39,38,1
29,PSG,41,11,8,10,40,39,1
30,PSG,44,12,8,10,22,29,-7
31,PSG,45,11,12,8,42,35,7
32,PSG,48,13,9,10,23,29,-6
33,PSG,48,13,9,11,23,30,-7
34,PSG,49,11,16,7,33,35,-2
35,PSG,49,14,7,14,52,53,-1
36,PSG,52,15,7,14,53,53,0
37,PSG,53,14,11,12,28,35,-7
38,PSG,55,13,16,9,39,42,-3
