leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OGC NICE,0,0,0,1,0,1,-1
2,OGC NICE,1,0,1,1,1,2,-1
3,AMIENS SC,3,1,0,2,5,5,0
4,AMIENS SC,4,1,1,2,5,5,0
5,ASSE,6,1,3,1,3,6,-3
6,BORDEAUX,7,2,1,3,9,11,-2
7,REIMS,8,2,2,3,4,9,-5
8,NÎMES,9,2,3,3,13,16,-3
9,NÎMES,10,2,4,3,13,16,-3
10,OGC NICE,11,3,2,5,7,14,-7
11,RENNES,12,3,3,5,13,17,-4
12,TOULOUSE FC,14,3,5,4,11,20,-9
13,NÎMES,14,3,5,5,18,20,-2
14,ANGERS SCO,16,4,4,6,18,20,-2
15,RENNES,17,4,5,6,19,25,-6
16,ANGERS SCO,18,4,6,6,19,21,-2
17,TOULOUSE FC,19,4,7,6,16,26,-10
18,ANGERS SCO,19,4,7,7,20,23,-3
19,TOULOUSE FC,22,5,7,7,19,29,-10
20,TOULOUSE FC,22,5,7,8,20,31,-11
21,FC NANTES,23,6,5,10,26,28,-2
22,FC NANTES,24,6,6,10,27,29,-2
23,ANGERS SCO,27,6,9,8,24,27,-3
24,FC NANTES,27,7,6,11,30,33,-3
25,FC NANTES,27,7,6,12,30,34,-4
26,FC NANTES,30,8,6,12,31,34,-3
27,FC NANTES,31,8,7,12,31,34,-3
28,BORDEAUX,33,8,9,11,27,30,-3
29,FC NANTES,34,9,7,13,34,37,-3
30,FC NANTES,34,9,7,14,36,40,-4
31,TOULOUSE FC,35,8,11,12,29,44,-15
32,FC NANTES,37,10,7,15,38,42,-4
33,BORDEAUX,38,9,11,13,31,36,-5
34,BORDEAUX,38,9,11,14,33,39,-6
35,BORDEAUX,38,9,11,15,33,40,-7
36,BORDEAUX,38,9,11,16,33,41,-8
37,BORDEAUX,38,9,11,17,33,42,-9
38,BORDEAUX,41,10,11,17,34,42,-8
