leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,0,0,0,1,3,4,-1
2,PSG,3,1,0,1,3,3,0
3,PSG,4,1,1,1,3,3,0
4,PSG,6,2,0,2,3,5,-2
5,PSG,7,2,1,2,4,7,-3
6,PSG,8,2,2,2,3,5,-2
7,PSG,10,3,1,3,6,9,-3
8,PSG,10,3,1,4,9,10,-1
9,PSG,11,3,2,4,12,14,-2
10,PSG,12,3,3,4,13,15,-2
11,PSG,13,3,4,4,10,19,-9
12,PSG,15,4,3,5,14,15,-1
13,PSG,16,4,4,5,14,15,-1
14,PSG,17,4,5,5,19,20,-1
15,PSG,18,4,6,5,16,17,-1
16,PSG,21,5,6,5,10,14,-4
17,PSG,23,6,5,6,23,25,-2
18,PSG,23,5,8,5,28,23,5
19,PSG,26,6,8,5,15,18,-3
20,PSG,27,6,9,5,16,19,-3
21,PSG,28,7,7,7,23,23,0
22,PSG,29,8,5,9,30,32,-2
23,PSG,30,8,6,9,31,33,-2
24,PSG,33,9,6,9,35,35,0
25,PSG,36,10,6,9,34,33,1
26,PSG,36,10,6,10,37,38,-1
27,PSG,37,10,7,10,36,37,-1
28,PSG,38,9,11,8,43,33,10
29,PSG,39,9,12,8,45,35,10
30,PSG,40,11,7,12,44,45,-1
31,PSG,42,11,9,11,43,43,0
32,PSG,43,12,7,13,47,47,0
33,PSG,43,11,10,12,45,46,-1
34,PSG,44,11,11,12,47,48,-1
35,PSG,46,13,7,15,46,45,1
36,PSG,46,10,16,10,57,46,11
37,PSG,48,13,9,15,48,47,1
38,PSG,49,11,16,11,58,48,10
