leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,TOULOUSE FC,0,0,0,1,0,4,-4
2,FC NANTES,0,0,0,2,1,5,-4
3,EA GUINGAMP,0,0,0,3,2,8,-6
4,EA GUINGAMP,0,0,0,4,3,10,-7
5,EA GUINGAMP,0,0,0,5,3,14,-11
6,EA GUINGAMP,0,0,0,6,4,17,-13
7,EA GUINGAMP,1,0,1,6,4,17,-13
8,EA GUINGAMP,4,1,1,6,5,17,-12
9,EA GUINGAMP,5,1,2,6,6,18,-12
10,EA GUINGAMP,6,1,3,6,6,18,-12
11,EA GUINGAMP,7,1,4,6,7,19,-12
12,EA GUINGAMP,7,1,4,7,7,24,-17
13,EA GUINGAMP,7,1,4,8,9,28,-19
14,EA GUINGAMP,7,1,4,9,10,30,-20
15,EA GUINGAMP,8,1,5,9,10,30,-20
16,EA GUINGAMP,8,1,5,10,11,32,-21
17,EA GUINGAMP,8,1,5,11,12,34,-22
18,EA GUINGAMP,11,2,5,11,14,35,-21
19,EA GUINGAMP,14,3,5,11,16,35,-19
20,EA GUINGAMP,14,3,5,12,16,36,-20
21,EA GUINGAMP,14,3,5,13,16,45,-29
22,EA GUINGAMP,14,3,5,14,16,46,-30
23,EA GUINGAMP,15,3,6,14,16,46,-30
24,EA GUINGAMP,15,3,6,15,16,48,-32
25,EA GUINGAMP,15,3,6,16,17,50,-33
26,EA GUINGAMP,18,4,6,16,18,50,-32
27,EA GUINGAMP,19,4,7,16,18,50,-32
28,EA GUINGAMP,19,4,7,17,18,51,-33
29,SM CAEN,20,3,11,15,23,44,-21
30,DIJON FCO,21,5,6,19,21,47,-26
31,EA GUINGAMP,23,5,8,18,20,54,-34
32,SM CAEN,23,4,11,17,24,47,-23
33,EA GUINGAMP,24,5,9,19,24,60,-36
34,EA GUINGAMP,24,5,9,20,24,63,-39
35,EA GUINGAMP,25,5,10,20,24,63,-39
36,EA GUINGAMP,26,5,11,20,25,64,-39
37,EA GUINGAMP,27,5,12,20,27,66,-39
38,EA GUINGAMP,27,5,12,21,28,68,-40
