leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,3,1,0,0,4,3,1
2,PSG,4,1,1,0,3,1,2
3,PSG,6,2,0,1,3,5,-2
4,PSG,7,2,1,1,4,3,1
5,PSG,7,2,1,2,6,4,2
6,PSG,10,3,1,2,9,6,3
7,PSG,11,3,2,2,8,10,-2
8,PSG,12,3,3,2,9,11,-2
9,PSG,14,4,2,3,13,11,2
10,PSG,15,4,3,3,18,14,4
11,PSG,16,4,4,3,19,15,4
12,PSG,17,4,5,3,20,16,4
13,PSG,20,6,2,5,10,14,-4
14,PSG,23,7,2,5,12,14,-2
15,PSG,24,7,3,5,12,14,-2
16,PSG,25,7,4,5,12,14,-2
17,PSG,26,8,2,7,30,27,3
18,PSG,27,7,6,5,14,16,-2
19,PSG,27,7,6,6,14,18,-4
20,PSG,30,8,6,6,15,18,-3
21,PSG,32,8,8,5,27,21,6
22,PSG,34,10,4,8,35,31,4
23,PSG,34,10,4,9,36,33,3
24,PSG,37,10,7,7,19,23,-4
25,PSG,38,9,11,5,23,22,1
26,PSG,38,9,11,6,34,28,6
27,PSG,41,10,11,6,36,29,7
28,PSG,42,10,12,6,38,31,7
29,PSG,42,10,12,7,40,34,6
30,PSG,45,11,12,7,42,34,8
31,PSG,47,13,8,10,23,29,-6
32,PSG,48,11,15,6,32,32,0
33,PSG,48,11,15,7,32,34,-2
34,PSG,51,14,9,11,26,30,-4
35,PSG,52,14,10,11,27,31,-4
36,PSG,53,14,11,11,28,32,-4
37,PSG,53,15,8,14,55,55,0
38,PSG,56,15,11,12,30,35,-5
