leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,3,1,0,0,2,0,2
2,PSG,4,1,1,0,3,1,2
3,PSG,6,2,0,1,3,4,-1
4,PSG,7,2,1,1,6,5,1
5,PSG,8,2,2,1,5,4,1
6,PSG,10,3,1,2,10,6,4
7,PSG,12,3,3,1,8,9,-1
8,PSG,13,4,1,3,19,16,3
9,PSG,14,4,2,3,14,12,2
10,PSG,16,4,4,2,12,13,-1
11,PSG,17,4,5,2,13,14,-1
12,PSG,19,6,1,5,22,21,1
13,PSG,22,7,1,5,24,21,3
14,PSG,23,6,5,3,19,18,1
15,PSG,26,7,5,3,22,18,4
16,PSG,26,7,5,4,24,21,3
17,PSG,26,7,5,5,25,21,4
18,PSG,29,9,2,7,31,27,4
19,PSG,30,9,3,7,32,28,4
20,PSG,31,9,4,7,33,29,4
21,PSG,32,8,8,5,37,25,12
22,PSG,35,9,8,5,29,21,8
23,PSG,35,9,8,6,39,27,12
24,PSG,37,11,4,9,38,34,4
25,PSG,38,9,11,5,32,24,8
26,PSG,41,10,11,5,27,24,3
27,PSG,42,10,12,5,29,26,3
28,PSG,43,12,7,9,36,34,2
29,PSG,46,11,13,5,31,27,4
30,PSG,46,11,13,6,31,31,0
31,PSG,47,11,14,6,32,32,0
32,PSG,48,12,12,8,44,36,8
33,PSG,51,13,12,8,47,37,10
34,PSG,54,16,6,12,53,46,7
35,PSG,55,16,7,12,54,47,7
36,PSG,55,16,7,13,54,50,4
37,PSG,58,17,7,13,59,52,7
38,PSG,59,15,14,9,53,42,11
