leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,DIJON FCO,3,1,0,0,2,1,1
2,ASSE,4,1,1,0,3,2,1
3,ASSE,5,1,2,0,3,2,1
4,OL,6,2,0,2,4,2,2
5,NÎMES,7,2,1,2,12,12,0
6,ASSE,9,2,3,1,5,7,-2
7,ANGERS SCO,10,3,1,3,9,9,0
8,STRASBOURG,11,3,2,3,14,11,3
9,TOULOUSE FC,13,3,4,2,10,12,-2
10,BORDEAUX,14,4,2,4,13,13,0
11,BORDEAUX,14,4,2,5,13,14,-1
12,REIMS,17,4,5,3,8,10,-2
13,STRASBOURG,18,4,6,3,20,16,4
14,REIMS,20,5,5,4,10,13,-3
15,STRASBOURG,21,5,6,4,24,18,6
16,NÎMES,23,6,5,5,24,21,3
17,OGC NICE,26,7,5,5,13,15,-2
18,NÎMES,26,7,5,6,27,24,3
19,STRASBOURG,26,6,8,5,30,23,7
20,STRASBOURG,29,7,8,5,32,24,8
21,OGC NICE,31,8,7,6,16,19,-3
22,OGC NICE,34,9,7,6,18,19,-1
23,REIMS,34,8,10,5,20,21,-1
24,RENNES,36,10,6,8,34,31,3
25,OGC NICE,37,10,7,8,19,26,-7
26,STRASBOURG,37,9,10,7,41,30,11
27,OGC NICE,40,11,7,9,20,27,-7
28,RENNES,40,11,7,10,39,38,1
29,RENNES,41,11,8,10,40,39,1
30,OGC NICE,44,12,8,10,22,29,-7
31,MONTPELLIER,45,11,12,8,42,35,7
32,OGC NICE,48,13,9,10,23,29,-6
33,OGC NICE,48,13,9,11,23,30,-7
34,REIMS,49,11,16,7,33,35,-2
35,NÎMES,49,14,7,14,52,53,-1
36,NÎMES,52,15,7,14,53,53,0
37,OGC NICE,53,14,11,12,28,35,-7
38,REIMS,55,13,16,9,39,42,-3
