leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OGC NICE,0,0,0,1,1,3,-2
2,AC AJACCIO,1,0,1,1,1,3,-2
3,NANCY,1,0,1,2,2,4,-2
4,AC AJACCIO,2,0,2,2,3,8,-5
5,NANCY,2,0,2,3,3,6,-3
6,VAFC,4,1,1,4,7,8,-1
7,BREST,5,0,5,2,5,7,-2
8,BREST,6,0,6,2,6,8,-2
9,AC AJACCIO,7,1,4,4,9,17,-8
10,BORDEAUX,8,1,5,4,11,17,-6
11,BORDEAUX,9,1,6,4,12,18,-6
12,VAFC,10,2,4,6,12,13,-1
13,NANCY,11,2,5,6,10,16,-6
14,BORDEAUX,13,2,7,5,15,21,-6
15,NANCY,14,3,5,7,12,18,-6
16,OGC NICE,14,3,5,8,14,17,-3
17,NANCY,15,3,6,8,14,22,-8
18,OGC NICE,17,4,5,9,17,19,-2
19,NANCY,18,4,6,9,17,26,-9
20,OGC NICE,18,4,6,10,21,24,-3
21,AJ AUXERRE,19,4,7,10,28,35,-7
22,OGC NICE,19,4,7,11,22,26,-4
23,OGC NICE,20,4,8,11,22,26,-4
24,AJ AUXERRE,21,4,9,11,30,38,-8
25,NANCY,23,5,8,12,22,35,-13
26,AC AJACCIO,26,6,8,12,28,47,-19
27,DIJON FCO,27,7,6,14,32,47,-15
28,OGC NICE,27,6,9,13,26,33,-7
29,OGC NICE,28,6,10,13,27,34,-7
30,SM CAEN,30,7,9,14,32,44,-12
31,FC LORIENT,32,7,11,13,28,40,-12
32,FCSM,33,8,9,15,33,48,-15
33,BREST,33,6,15,12,28,33,-5
34,BREST,33,6,15,13,28,37,-9
35,BREST,34,6,16,13,28,37,-9
36,BREST,35,6,17,13,29,38,-9
37,AC AJACCIO,38,8,14,15,38,61,-23
38,SM CAEN,38,9,11,18,39,59,-20
