leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,BORDEAUX,0,0,0,1,1,2,-1
2,LOSC,1,0,1,1,1,2,-1
3,DIJON FCO,3,1,0,2,3,7,-4
4,Evian TG,5,1,2,1,4,4,0
5,DIJON FCO,6,2,0,3,5,9,-4
6,DIJON FCO,6,2,0,4,5,13,-8
7,Evian TG,7,1,4,2,6,8,-2
8,BORDEAUX,7,1,4,3,9,12,-3
9,BORDEAUX,8,1,5,3,11,14,-3
10,VAFC,9,2,3,5,12,12,0
11,OGC NICE,10,2,4,5,11,11,0
12,Evian TG,12,2,6,4,14,17,-3
13,BORDEAUX,13,2,7,4,15,19,-4
14,AJ AUXERRE,15,3,6,5,20,20,0
15,BORDEAUX,16,3,7,5,17,21,-4
16,DIJON FCO,18,5,3,8,17,29,-12
17,FCSM,18,4,6,7,21,31,-10
18,AJ AUXERRE,18,4,6,8,24,28,-4
19,SM CAEN,20,5,5,9,24,29,-5
20,VAFC,20,5,5,10,19,23,-4
21,DIJON FCO,22,6,4,11,24,39,-15
22,SM CAEN,23,6,5,11,26,33,-7
23,BREST,25,4,13,6,21,22,-1
24,BREST,26,4,14,6,21,22,-1
25,FC LORIENT,27,6,9,10,24,32,-8
26,FC LORIENT,27,6,9,11,24,34,-10
27,SM CAEN,28,7,7,13,30,40,-10
28,NANCY,30,7,9,12,26,36,-10
29,FC LORIENT,32,7,11,11,28,37,-9
30,FC LORIENT,32,7,11,12,28,38,-10
31,DIJON FCO,34,9,7,15,37,51,-14
32,OGC NICE,34,8,10,14,33,39,-6
33,FC LORIENT,35,8,11,14,32,44,-12
34,OGC NICE,37,9,10,15,34,41,-7
35,SM CAEN,38,9,11,15,37,50,-13
36,OGC NICE,38,9,11,16,34,42,-8
37,FC LORIENT,39,9,12,16,34,47,-13
38,FCSM,42,11,9,18,40,60,-20
