leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,MHSC,3,1,0,0,3,1,2
2,MHSC,6,2,0,0,4,1,3
3,TFC,7,2,1,0,5,1,4
4,OL,8,2,2,0,7,4,3
5,OL,11,3,2,0,9,5,4
6,MHSC,13,4,1,1,12,5,7
7,SRFC,14,4,2,1,17,11,6
8,OL,17,5,2,1,14,7,7
9,MHSC,17,5,2,2,17,11,6
10,MHSC,20,6,2,2,22,14,8
11,MHSC,23,7,2,2,25,15,10
12,MHSC,26,8,2,2,27,15,12
13,MHSC,27,8,3,2,28,16,12
14,MHSC,30,9,3,2,29,16,13
15,PSG,30,9,3,3,26,15,11
16,PSG,33,10,3,3,29,17,12
17,PSG,36,11,3,3,30,17,13
18,PSG,37,11,4,3,30,17,13
19,MHSC,37,11,4,4,39,23,16
20,MHSC,40,12,4,4,40,23,17
21,MHSC,43,13,4,4,41,23,18
22,MHSC,46,14,4,4,42,23,19
23,MHSC,49,15,4,4,45,23,22
24,MHSC,50,15,5,4,47,25,22
25,PSG,52,15,7,3,44,25,19
26,MHSC,54,16,6,4,49,26,23
27,MHSC,57,17,6,4,52,26,26
28,MHSC,57,17,6,5,52,27,25
29,PSG,60,17,9,3,53,30,23
30,PSG,60,17,9,4,54,32,22
31,PSG,63,18,9,4,56,33,23
32,PSG,64,18,10,4,57,34,23
33,PSG,67,19,10,4,63,35,28
34,PSG,67,19,10,5,64,37,27
35,PSG,70,20,10,5,66,37,29
36,PSG,73,21,10,5,70,40,30
37,PSG,76,22,10,5,73,40,33
38,PSG,79,23,10,5,75,41,34
