leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,PSG,0,0,0,1,0,1,-1
2,ASNL,1,0,1,1,1,2,-1
3,FCGB,2,0,2,1,3,4,-1
4,SB29,4,0,4,0,3,3,0
5,ACA,5,1,2,2,6,9,-3
6,OGCN,5,1,2,3,5,6,-1
7,OM,6,1,3,3,8,10,-2
8,TEGG,7,1,4,3,8,12,-4
9,TEGG,8,1,5,3,9,13,-4
10,OM,9,1,6,3,10,12,-2
11,VAFC,9,2,3,6,12,13,-1
12,FCGB,12,2,6,4,14,18,-4
13,SB29,12,1,9,3,13,14,-1
14,VAFC,14,3,5,6,15,15,0
15,SB29,15,2,9,4,15,16,-1
16,SB29,16,2,10,4,17,18,-1
17,DFCO,18,5,3,9,17,31,-14
18,ASNL,18,4,6,8,16,23,-7
19,AJA,19,4,7,8,26,30,-4
20,SMC,20,5,5,10,24,31,-7
21,ACA,21,5,6,10,24,38,-14
22,ASNL,23,5,8,9,22,29,-7
23,ASNL,23,5,8,10,22,30,-8
24,DFCO,26,7,5,12,29,42,-13
25,DFCO,26,7,5,13,30,44,-14
26,DFCO,27,7,6,13,31,45,-14
27,FCL,28,6,10,11,25,35,-10
28,DFCO,30,8,6,14,34,48,-14
29,ACA,31,7,10,12,31,49,-18
30,ACA,32,7,11,12,31,49,-18
31,SB29,33,6,15,10,27,30,-3
32,SMC,34,8,10,14,34,45,-11
33,SMC,34,8,10,15,35,49,-14
34,SMC,35,8,11,15,36,50,-14
35,OGCN,37,9,10,16,34,42,-8
36,SMC,38,9,11,16,37,53,-16
37,FCSM,39,10,9,18,39,60,-21
38,SB29,41,8,17,13,31,38,-7
