leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,PARIS SG,0,0,0,1,0,1,-1
2,NANCY,1,0,1,1,1,2,-1
3,BORDEAUX,2,0,2,1,3,4,-1
4,BREST,4,0,4,0,3,3,0
5,AC AJACCIO,5,1,2,2,6,9,-3
6,OGC NICE,5,1,2,3,5,6,-1
7,OM,6,1,3,3,8,10,-2
8,Evian TG,7,1,4,3,8,12,-4
9,Evian TG,8,1,5,3,9,13,-4
10,OM,9,1,6,3,10,12,-2
11,VAFC,9,2,3,6,12,13,-1
12,BORDEAUX,12,2,6,4,14,18,-4
13,BREST,12,1,9,3,13,14,-1
14,VAFC,14,3,5,6,15,15,0
15,BREST,15,2,9,4,15,16,-1
16,BREST,16,2,10,4,17,18,-1
17,DIJON FCO,18,5,3,9,17,31,-14
18,NANCY,18,4,6,8,16,23,-7
19,AJ AUXERRE,19,4,7,8,26,30,-4
20,SM CAEN,20,5,5,10,24,31,-7
21,AC AJACCIO,21,5,6,10,24,38,-14
22,NANCY,23,5,8,9,22,29,-7
23,NANCY,23,5,8,10,22,30,-8
24,DIJON FCO,26,7,5,12,29,42,-13
25,DIJON FCO,26,7,5,13,30,44,-14
26,DIJON FCO,27,7,6,13,31,45,-14
27,FC LORIENT,28,6,10,11,25,35,-10
28,DIJON FCO,30,8,6,14,34,48,-14
29,AC AJACCIO,31,7,10,12,31,49,-18
30,AC AJACCIO,32,7,11,12,31,49,-18
31,BREST,33,6,15,10,27,30,-3
32,SM CAEN,34,8,10,14,34,45,-11
33,SM CAEN,34,8,10,15,35,49,-14
34,SM CAEN,35,8,11,15,36,50,-14
35,OGC NICE,37,9,10,16,34,42,-8
36,SM CAEN,38,9,11,16,37,53,-16
37,FCSM,39,10,9,18,39,60,-21
38,BREST,41,8,17,13,31,38,-7
