leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,RENNES,3,1,0,0,5,1,4
2,TOULOUSE FC,6,2,0,0,4,0,4
3,MONTPELLIER,9,3,0,0,8,1,7
4,MONTPELLIER,9,3,0,1,9,3,6
5,MONTPELLIER,12,4,0,1,10,3,7
6,OL,14,4,2,0,11,5,6
7,MONTPELLIER,16,5,1,1,15,6,9
8,PARIS SG,17,5,2,1,14,7,7
9,PARIS SG,20,6,2,1,16,7,9
10,PARIS SG,23,7,2,1,19,8,11
11,PARIS SG,26,8,2,1,21,8,13
12,PARIS SG,29,9,2,1,25,10,15
13,PARIS SG,30,9,3,1,26,11,15
14,PARIS SG,30,9,3,2,26,12,14
15,MONTPELLIER,33,10,3,2,32,17,15
16,MONTPELLIER,36,11,3,2,36,17,19
17,MONTPELLIER,36,11,3,3,36,18,18
18,MONTPELLIER,37,11,4,3,37,19,18
19,PARIS SG,40,12,4,3,31,17,14
20,PARIS SG,43,13,4,3,34,18,16
21,PARIS SG,46,14,4,3,35,18,17
22,PARIS SG,49,15,4,3,38,19,19
23,PARIS SG,50,15,5,3,38,19,19
24,PARIS SG,51,15,6,3,40,21,19
25,MONTPELLIER,53,16,5,4,48,25,23
26,PARIS SG,55,16,7,3,48,26,22
27,PARIS SG,58,17,7,3,50,27,23
28,PARIS SG,59,17,8,3,52,29,23
29,MONTPELLIER,60,18,6,5,53,27,26
30,MONTPELLIER,63,19,6,5,56,28,28
31,MONTPELLIER,66,20,6,5,58,29,29
32,MONTPELLIER,66,20,6,6,59,31,28
33,MONTPELLIER,69,21,6,6,60,31,29
34,MONTPELLIER,72,22,6,6,61,31,30
35,MONTPELLIER,73,22,7,6,63,33,30
36,MONTPELLIER,76,23,7,6,65,33,32
37,MONTPELLIER,79,24,7,6,66,33,33
38,MONTPELLIER,82,25,7,6,68,34,34
