leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SMC,3,1,0,0,1,0,1
2,OL,4,1,1,0,4,2,2
3,TEGG,5,1,2,0,4,3,1
4,FCSM,7,2,1,1,7,6,1
5,SRFC,10,3,1,1,10,8,2
6,FCL,11,3,2,1,8,5,3
7,LOSC,12,3,3,1,12,9,3
8,LOSC,13,3,4,1,13,10,3
9,FCL,16,4,4,1,12,7,5
10,TFC,18,5,3,2,12,10,2
11,TFC,19,5,4,2,12,10,2
12,SRFC,21,6,3,3,21,15,6
13,TFC,22,6,4,3,13,12,1
14,TFC,23,6,5,3,13,12,1
15,TFC,26,7,5,3,15,12,3
16,TFC,26,7,5,4,17,15,2
17,TFC,29,8,5,4,19,16,3
18,TFC,30,8,6,4,20,17,3
19,OM,31,8,7,4,27,18,9
20,OM,34,9,7,4,29,18,11
21,SRFC,35,10,5,6,32,25,7
22,SRFC,36,10,6,6,32,25,7
23,ASSE,39,11,6,6,29,26,3
24,OL,39,12,3,9,37,28,9
25,SRFC,40,11,7,7,34,30,4
26,TFC,43,12,7,7,28,23,5
27,TFC,44,12,8,7,29,24,5
28,ASSE,46,13,7,8,35,30,5
29,ASSE,46,13,7,9,35,31,4
30,ASSE,46,13,7,10,37,34,3
31,SRFC,48,13,9,9,41,35,6
32,SRFC,51,14,9,9,44,36,8
33,ASSE,53,15,8,10,44,37,7
34,ASSE,56,16,8,10,45,37,8
35,ASSE,56,16,8,11,45,39,6
36,ASSE,57,16,9,11,45,39,6
37,ASSE,57,16,9,12,47,42,5
38,SRFC,60,17,9,12,53,44,9
