leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,LOSC,1,0,1,0,1,1,0
2,FCGB,1,0,1,1,2,3,-1
3,OM,3,0,3,0,4,4,0
4,AJA,5,1,2,1,8,7,1
5,TEGG,6,1,3,1,4,4,0
6,ASSE,7,2,1,3,5,9,-4
7,ASSE,8,2,2,3,6,10,-4
8,FCSM,9,2,3,3,13,19,-6
9,ASSE,10,2,4,3,8,12,-4
10,DFCO,11,3,2,5,11,20,-9
11,OM,12,2,6,3,12,12,0
12,SB29,12,1,9,2,12,12,0
13,AJA,15,3,6,4,19,18,1
14,TEGG,16,3,7,4,17,19,-2
15,DFCO,17,5,2,8,17,29,-12
16,FCGB,19,4,7,5,19,21,-2
17,SMC,19,5,4,8,23,27,-4
18,TEGG,19,4,7,7,23,27,-4
19,SB29,21,3,12,4,19,19,0
20,TEGG,22,5,7,8,28,32,-4
21,TEGG,23,5,8,8,28,32,-4
22,VAFC,23,6,5,11,22,26,-4
23,TEGG,26,6,8,9,31,35,-4
24,SMC,27,7,6,11,30,36,-6
25,SB29,29,5,14,6,22,22,0
26,SB29,30,5,15,6,22,22,0
27,SB29,30,5,15,7,22,24,-2
28,FCL,31,7,10,11,27,36,-9
29,ASNL,33,8,9,12,27,36,-9
30,VAFC,34,9,7,14,29,36,-7
31,VAFC,37,10,7,14,31,36,-5
32,VAFC,37,10,7,15,31,39,-8
33,OGCN,37,9,10,14,34,39,-5
34,VAFC,40,11,7,16,33,40,-7
35,VAFC,40,11,7,17,34,44,-10
36,VAFC,40,11,7,18,37,48,-11
37,VAFC,40,11,7,19,37,49,-12
38,VAFC,43,12,7,19,40,50,-10
