leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FCSM,1,0,1,0,2,2,0
2,FCSM,1,0,1,1,3,4,-1
3,FC LORIENT,4,1,1,1,2,3,-1
4,DIJON FCO,6,2,0,2,4,7,-3
5,BORDEAUX,6,1,3,1,5,5,0
6,SM CAEN,7,2,1,3,7,8,-1
7,AJ AUXERRE,8,1,5,1,10,9,1
8,ASSE,9,2,3,3,7,11,-4
9,DIJON FCO,11,3,2,4,8,15,-7
10,FCSM,12,3,3,4,16,22,-6
11,AJ AUXERRE,12,2,6,3,16,15,1
12,FCSM,14,3,5,4,18,24,-6
13,FCSM,17,4,5,4,20,25,-5
14,FCSM,17,4,5,5,20,27,-7
15,FCSM,17,4,5,6,21,30,-9
16,Evian TG,19,4,7,5,21,23,-2
17,Evian TG,19,4,7,6,22,25,-3
18,BREST,20,3,11,4,19,19,0
19,Evian TG,22,5,7,7,27,29,-2
20,BREST,24,4,12,4,20,19,1
21,BREST,24,4,12,5,20,20,0
22,BREST,24,4,12,6,20,21,-1
23,VAFC,26,7,5,11,23,26,-3
24,Evian TG,27,6,9,9,33,37,-4
25,Evian TG,30,7,9,9,35,37,-2
26,VAFC,31,8,7,11,27,28,-1
27,VAFC,31,8,7,12,28,30,-2
28,VAFC,31,8,7,13,28,34,-6
29,VAFC,34,9,7,13,29,34,-5
30,NANCY,36,9,9,12,29,37,-8
31,NANCY,39,10,9,12,31,37,-6
32,NANCY,40,10,10,12,33,39,-6
33,NANCY,41,10,11,12,33,39,-6
34,OM,41,10,11,13,41,40,1
35,NANCY,42,10,12,13,34,41,-7
36,NANCY,42,10,12,14,34,42,-8
37,NANCY,45,11,12,14,37,44,-7
38,NANCY,45,11,12,15,38,48,-10
